"Position (bp)"	"01_BAT_r2_C_1 - nextera_transposase_sequence"	"01_BAT_r2_C_2 - nextera_transposase_sequence"	"01_Blood_r1_C_1 - nextera_transposase_sequence"	"01_Blood_r1_C_2 - nextera_transposase_sequence"	"02_Blood_r1_C_1 - nextera_transposase_sequence"	"02_Blood_r1_C_2 - nextera_transposase_sequence"	"03_Blood_r1_C_1 - nextera_transposase_sequence"	"03_Blood_r1_C_2 - nextera_transposase_sequence"	"03_Blood_r3_C_1 - nextera_transposase_sequence"	"03_Blood_r3_C_2 - nextera_transposase_sequence"	"03_scAT_r1_C_1 - nextera_transposase_sequence"	"03_scAT_r1_C_2 - nextera_transposase_sequence"	"04_Blood_r3_C_1 - nextera_transposase_sequence"	"04_Blood_r3_C_2 - nextera_transposase_sequence"	"04_scAT_r1_C_1 - nextera_transposase_sequence"	"04_scAT_r1_C_2 - nextera_transposase_sequence"	"05_BAT_r2_C_1 - nextera_transposase_sequence"	"05_BAT_r2_C_2 - nextera_transposase_sequence"	"05_Blood_r1_C_1 - nextera_transposase_sequence"	"05_Blood_r1_C_2 - nextera_transposase_sequence"	"05_Liver_r3_C_1 - nextera_transposase_sequence"	"05_Liver_r3_C_2 - nextera_transposase_sequence"	"06_BAT_r2_C_1 - nextera_transposase_sequence"	"06_BAT_r2_C_2 - nextera_transposase_sequence"	"06_Blood_r1_C_1 - nextera_transposase_sequence"	"06_Blood_r1_C_2 - nextera_transposase_sequence"	"07_BAT_r2_C_1 - nextera_transposase_sequence"	"07_BAT_r2_C_2 - nextera_transposase_sequence"	"07_Blood_r1_C_1 - nextera_transposase_sequence"	"07_Blood_r1_C_2 - nextera_transposase_sequence"	"08_BAT_r2_C_1 - nextera_transposase_sequence"	"08_BAT_r2_C_2 - nextera_transposase_sequence"	"08_Blood_r1_C_1 - nextera_transposase_sequence"	"08_Blood_r1_C_2 - nextera_transposase_sequence"	"09_Blood_r3_C_1 - nextera_transposase_sequence"	"09_Blood_r3_C_2 - nextera_transposase_sequence"	"09_Liver_r2_C_1 - nextera_transposase_sequence"	"09_Liver_r2_C_2 - nextera_transposase_sequence"	"09_scAT_r1_C_1 - nextera_transposase_sequence"	"09_scAT_r1_C_2 - nextera_transposase_sequence"	"10_Blood_r3_C_1 - nextera_transposase_sequence"	"10_Blood_r3_C_2 - nextera_transposase_sequence"	"10_Liver_r2_C_1 - nextera_transposase_sequence"	"10_Liver_r2_C_2 - nextera_transposase_sequence"	"10_scAT_r1_C_1 - nextera_transposase_sequence"	"10_scAT_r1_C_2 - nextera_transposase_sequence"	"11_Blood_r3_C_1 - nextera_transposase_sequence"	"11_Blood_r3_C_2 - nextera_transposase_sequence"	"11_Liver_r2_C_1 - nextera_transposase_sequence"	"11_Liver_r2_C_2 - nextera_transposase_sequence"	"11_scAT_r1_C_1 - nextera_transposase_sequence"	"11_scAT_r1_C_2 - nextera_transposase_sequence"	"12_Blood_r3_C_1 - nextera_transposase_sequence"	"12_Blood_r3_C_2 - nextera_transposase_sequence"	"12_Liver_r2_C_1 - nextera_transposase_sequence"	"12_Liver_r2_C_2 - nextera_transposase_sequence"	"12_scAT_r1_C_1 - nextera_transposase_sequence"	"12_scAT_r1_C_2 - nextera_transposase_sequence"	"13_BAT_r1_C_1 - nextera_transposase_sequence"	"13_BAT_r1_C_2 - nextera_transposase_sequence"	"13_Blood_r3_C_1 - nextera_transposase_sequence"	"13_Blood_r3_C_2 - nextera_transposase_sequence"	"13_Liver_r2_C_1 - nextera_transposase_sequence"	"13_Liver_r2_C_2 - nextera_transposase_sequence"	"13_scAT_r2_C_1 - nextera_transposase_sequence"	"13_scAT_r2_C_2 - nextera_transposase_sequence"	"14_BAT_r1_C_1 - nextera_transposase_sequence"	"14_BAT_r1_C_2 - nextera_transposase_sequence"	"14_Blood_r3_C_1 - nextera_transposase_sequence"	"14_Blood_r3_C_2 - nextera_transposase_sequence"	"14_Liver_r2_C_1 - nextera_transposase_sequence"	"14_Liver_r2_C_2 - nextera_transposase_sequence"	"14_scAT_r2_C_1 - nextera_transposase_sequence"	"14_scAT_r2_C_2 - nextera_transposase_sequence"	"15_BAT_r1_C_1 - nextera_transposase_sequence"	"15_BAT_r1_C_2 - nextera_transposase_sequence"	"15_Blood_r3_C_1 - nextera_transposase_sequence"	"15_Blood_r3_C_2 - nextera_transposase_sequence"	"15_Liver_r2_C_1 - nextera_transposase_sequence"	"15_Liver_r2_C_2 - nextera_transposase_sequence"	"15_scAT_r2_C_1 - nextera_transposase_sequence"	"15_scAT_r2_C_2 - nextera_transposase_sequence"	"16_BAT_r1_C_1 - nextera_transposase_sequence"	"16_BAT_r1_C_2 - nextera_transposase_sequence"	"16_Blood_r3_C_1 - nextera_transposase_sequence"	"16_Blood_r3_C_2 - nextera_transposase_sequence"	"16_Liver_r2_C_1 - nextera_transposase_sequence"	"16_Liver_r2_C_2 - nextera_transposase_sequence"
96	0.04169750544673665	0.05472797589884185	0.041735065802287086	0.062138875750071876	0.04605611434621493	0.07464266807834832	0.03112211789323127	0.043041226873617715	0.047035845794099466	0.1039268211831531	0.043858046124045175	0.07081247030444794	0.03664437467207449	0.06371124232758406	0.04543344166611395	0.06665782317437156	0.05122117792448535	0.08536862987414225	0.044094701851977475	0.054270402279356894	0.027766922396593924	0.054505440259980664	0.07782357067695544	0.1260522623640828	0.04822103479734133	0.07363482340675094	0.06673730271214895	0.09666588691811265	0.03856324371970031	0.07161745262230057	0.06817036663801536	0.08743590503571536	0.07093164459273887	0.10214156821354398	0.05187135902960657	0.05785651584071502	0.027759214517041074	0.05500436950598879	0.01922877808510953	0.02662446196399781	0.07904742845707424	0.12607564538723234	0.04377505963558849	0.06090443079734051	0.05221824760495045	0.08675630113893343	0.04647938363610582	0.08744426412894483	0.031626606298688326	0.04660763033490912	0.03865979381443299	0.058392396907216496	0.11247138449288345	0.17418134766596993	0.041671627574711274	0.05754653331745843	0.0751241758436003	0.11843105368285226	0.045632465978461476	0.0659135619688888	0.06019354539982405	0.09877915142535229	0.04067857896164161	0.045198421068490674	0.040942016306820164	0.056339013892291	0.03832608245286928	0.08183136523720738	0.08529198459636973	0.12972553345795157	0.05888786068814672	0.10575779062361043	0.025190044894257788	0.03750517795367271	0.04546384487736128	0.07501534404764612	0.04598331692992788	0.08873973442617661	0.06467759624307527	0.12232501898146847	0.016224712264868428	0.029914313238351163	0.040902932228954164	0.025564332643096353	0.06941949765527151	0.08009942037146713	0.05779147649813289	0.09928279295833087
98	0.04690969362757873	0.06254625817010498	0.04358995761572206	0.07373194958404052	0.05082053996823717	0.092641609317099	0.03774384510455707	0.05231164496947384	0.060474658878127883	0.11870951557558436	0.049797156536676296	0.08040641789408282	0.042474161551722706	0.0820334296636213	0.0500762751210453	0.07428533527890163	0.06748186932908387	0.10488145955966048	0.04861723537525722	0.06557673608755625	0.036508360928854976	0.06684629465846685	0.09042879691336372	0.14742634163451418	0.06125374690473087	0.08862244233024894	0.07292942358234833	0.10733009508345603	0.04627589246364037	0.0749228735125606	0.07743264471383265	0.10077358546489226	0.07887598878712562	0.12937931973715572	0.05386641129997606	0.06783177719256245	0.038040405078908136	0.06836991723641597	0.019968346472998357	0.03475971423077492	0.09005403241945167	0.14958975385231138	0.04758158656042227	0.07359285388011977	0.05961925907651823	0.09703548373833312	0.052781672942696437	0.09610991192550694	0.037452560090551965	0.050769025900526	0.047519329896907214	0.07087628865979381	0.12292226535284165	0.19956205832586843	0.059530896535301824	0.06349962297098861	0.08617184876177682	0.14317784101956765	0.04766057557750421	0.08112438396170929	0.06405210600237687	0.10803969687147906	0.04293850001506614	0.05273149124657245	0.04444133393988173	0.06578717150155719	0.05386368344727574	0.08908224570126372	0.09959243710354548	0.14862255998529095	0.07691475681717122	0.12498647982790323	0.03246716897482115	0.04310296570795222	0.061376190584437725	0.09092768975472255	0.052437115797286174	0.1020506945901031	0.0731138044486938	0.1631000253086246	0.01926684581453126	0.03802666937078538	0.0434593654932638	0.03323363243602526	0.0767012631435867	0.08835208792489102	0.0740916365360678	0.13929227668780747
100	0.053685538262673436	0.06984332162328388	0.04961835600938575	0.08578874637136788	0.0614081524616199	0.10640550555849657	0.045027745037015454	0.060257717623064797	0.0810808389403048	0.1348360912764185	0.05984795877343664	0.09548262124922335	0.047054708385732016	0.09369300342291773	0.0580354181866419	0.08124958546129867	0.08130345702299262	0.12276822010471886	0.04974786875607715	0.07914433665739548	0.044735597194512436	0.07713033999053867	0.10796650298141003	0.17263679410733077	0.07233155219601199	0.1068682392805943	0.0794655511675588	0.1241864241189988	0.050683120317320404	0.08263552225650067	0.08558344942055188	0.11596372150923263	0.08909014560848003	0.14697036759615495	0.06783177719256245	0.07182188173330142	0.04472317894412173	0.07813704827018969	0.02292662002455367	0.039197124558107886	0.10556333800280168	0.16409845907544526	0.0539257981018119	0.0888189615794549	0.06660910324411003	0.10937050285761277	0.06381067922923002	0.10477555972206903	0.04078167654304547	0.06075637525800652	0.053962628865979384	0.0821520618556701	0.14183338309943266	0.2189708370657908	0.059530896535301824	0.07540580227804898	0.09589380092977215	0.1617379315221042	0.05577301397367514	0.09734926075405115	0.08180148477411986	0.11807195443811641	0.044445114050682494	0.07457739476300962	0.05353955978584176	0.0797844420338034	0.062150403977625855	0.09736896623161384	0.10980704603724246	0.16751958651263035	0.08773089449458593	0.14842144479563507	0.036945399178244756	0.05373876244108328	0.06649087313314087	0.0994521606692278	0.060101001952274156	0.11616837961244939	0.0885801861589944	0.18137847642079807	0.01926684581453126	0.048674136794605284	0.04601579875757343	0.04473758212541862	0.08398302863190191	0.10145926580385836	0.07705530199751053	0.15411060399502102
102	0.061503820533936555	0.08078891680305225	0.06074770688999564	0.0992367120187715	0.0698782424563261	0.1169931180518793	0.05164947224834126	0.07151465388231866	0.09272781027979608	0.15096266697725258	0.06441650524469135	0.11329995248711669	0.05163525521974133	0.10951671066767715	0.06466803740797242	0.08920872852689526	0.09105987186575173	0.1308985658070181	0.05313976889853696	0.08705877032313503	0.05553384479318785	0.10129784652090745	0.1167353560154332	0.18085759382672748	0.07819627264433729	0.11664277336113646	0.08737770561281355	0.13244258527926464	0.05509034817100045	0.10907888937858087	0.09447523637333649	0.13337680429176918	0.10327647452702779	0.16342650914167034	0.0738169340036709	0.07980209081477935	0.048321595640775206	0.0956150722253637	0.02662446196399781	0.043634534885440855	0.12357414448669202	0.17460476285771462	0.06153885195147947	0.10912043851190173	0.07524361662760577	0.12663952962460426	0.07011296853582064	0.1205312829885456	0.044526932552100676	0.06907916638924029	0.06161404639175258	0.09503865979381443	0.16223748382601771	0.25131880163232806	0.059530896535301824	0.1012025241100131	0.11843105368285226	0.1785303943577325	0.06692761676841016	0.11864441154399984	0.09260545446126778	0.14739701501751787	0.051978184228764275	0.09265676319040589	0.060538195051964866	0.09203205374951884	0.06732960430909468	0.10461984669567019	0.12563968988447277	0.19663122197366673	0.09133627372039083	0.16945282361283032	0.04254318693252427	0.06717345305135411	0.07672023823054716	0.11195471801050215	0.06695816324884235	0.12947933977637588	0.10545260257023142	0.21934141334608137	0.022308979364194088	0.05577244841048522	0.04857223202188307	0.049850448654037885	0.08786663689233667	0.10971193335728224	0.09187362930472408	0.16003793491790647
104	0.07140697807753651	0.09173451198282062	0.06584865937694184	0.11175723175945762	0.08152461619904712	0.13128639491794603	0.053635990411739	0.08210941742043995	0.10571866292769022	0.18052805576211509	0.07355359818720075	0.1334015569606374	0.05913069549357474	0.128671724700807	0.07461696623996816	0.10778006234662069	0.09675111385736121	0.143094084360467	0.058792935802636635	0.10062637089297424	0.06273267652563813	0.11775231905222239	0.1359172220273588	0.20168361978253244	0.08731917111950997	0.129675485468526	0.09047376604791325	0.1492989143148074	0.08153371529308065	0.13111502864698105	0.10225554995702302	0.140786626752423	0.11292317819164027	0.17931519753044387	0.07581198627404039	0.0857872476258878	0.05808872667454891	0.10486814373104406	0.03328057745499726	0.05029065037644031	0.13908345007004203	0.19111466880128075	0.06661422118459118	0.12180886159468102	0.0842892973150775	0.1385633814399079	0.08350533331232571	0.13156028927507918	0.04910446767427925	0.07157600372861042	0.06684922680412371	0.11114690721649484	0.17368368667263862	0.2757041903055638	0.065483986188832	0.11310870341707346	0.13433970268502643	0.1975323917769961	0.07605410996410246	0.14095361713346988	0.10340942414841567	0.1574292725841552	0.059511254406846056	0.13258203513423933	0.06333764915841411	0.10218007488539735	0.08597472550238243	0.13155168841930806	0.14402598596512733	0.21757117028774553	0.10936316984941533	0.2013003401074403	0.04310296570795222	0.08564615264047648	0.0784251324134482	0.12729876565661158	0.07784894883750948	0.14480711208635183	0.13638536599083265	0.24465003796293694	0.02737920194696547	0.06591289357602799	0.04857223202188307	0.06007618171127643	0.0966047554783149	0.11796460091070614	0.10224645841977358	0.17930176041728407
106	0.08078891680305225	0.09851035661791532	0.07836917911762796	0.12474147445350249	0.10217046056114346	0.14081524616199048	0.0635685812287277	0.08939331735289832	0.12094931775625577	0.20023831495202343	0.08269069112971017	0.1548737253755345	0.07453798938978788	0.14366260524847385	0.08755057372156264	0.11905551502288253	0.11707697811310938	0.15935477576506552	0.07009926961083598	0.12323903850937296	0.07764454225714226	0.14809025278183424	0.15564714135391092	0.22360575236759034	0.10230679004300794	0.14726964681350188	0.10079396749824557	0.16409120306028374	0.08483913618334069	0.1509475539885412	0.11559323038619995	0.15857020065799224	0.14299819549896156	0.20201332380012033	0.08379219535551831	0.09376745670736573	0.07659486968590963	0.11463527476481777	0.04067626133388554	0.05472806070377328	0.1625975585351211	0.20012007204322593	0.08120590772978734	0.1376693904481551	0.09744665104230912	0.15501007359894742	0.09532212576218312	0.15046715719485104	0.052849723683334446	0.082811771755776	0.07973582474226804	0.13530927835051548	0.20005971931919975	0.3050661889121131	0.0714370758423622	0.12303051950629043	0.1617379315221042	0.22714015519770914	0.09126493195692295	0.16326282272293996	0.11421339383556359	0.1798089240789616	0.06855093862054419	0.15518124566848465	0.07068621618784338	0.11792700423417433	0.09218976590014502	0.15226848974518334	0.1629230124924667	0.24412915351535763	0.12739006597843983	0.24396399427946497	0.047021417135947874	0.10243951590331501	0.09206428587665659	0.13639153463208384	0.09035318414301619	0.16013488439632778	0.17153623351424313	0.2727707319816653	0.03549155807939969	0.08315165035745069	0.05368509855050234	0.06391083160774089	0.10534287406429313	0.13689719118032564	0.1422559421492502	0.1926382549937763
108	0.08704354262006275	0.11154082707002053	0.09042597590495535	0.1377257171475474	0.11540497617787188	0.15352038115404976	0.06952813571892091	0.11256936259253864	0.1366279330209556	0.23249146635369164	0.09593947589634882	0.19324951573407406	0.0870303898461769	0.1669817527670667	0.09650460967035882	0.1489023015188698	0.13577677322839765	0.18211974373150347	0.08253623679985528	0.13906790584085205	0.09101380118883565	0.17328616384541023	0.18085759382672745	0.2433356716941424	0.12576567183630913	0.1648638081584778	0.11696228310376619	0.18920369325609238	0.09255178492728075	0.17298369325694138	0.12930140193840955	0.18783899937757492	0.1611566965147027	0.22584635638328054	0.08778229989625727	0.12967839757401645	0.08533388166349663	0.1372538940009253	0.04511367166121851	0.061384176194772724	0.17710626375825494	0.22863718230938562	0.09960412119981729	0.1586052885347409	0.11265984128942066	0.1817359483573866	0.10398777355874522	0.16464730813467993	0.06325321259737665	0.10611558692323059	0.09463595360824742	0.15544458762886598	0.22096148103911617	0.3508510002985966	0.08334325514942255	0.1329523355955074	0.18294946352500308	0.25895745320205754	0.11154602794735027	0.2007828503052305	0.1288759241252643	0.19987343921223627	0.09566999126163858	0.17552053514930543	0.08328375966686496	0.13892291003254365	0.09736896623161384	0.17505697120364616	0.18284149991317583	0.27885882388992733	0.1544304101719766	0.2728070280859042	0.05821699264450689	0.11475464896272992	0.0994521606692278	0.15457707258302833	0.10366414430694268	0.18272318043208186	0.18700261522454376	0.31495177300975785	0.04411093647011104	0.09734827358921057	0.06391083160774089	0.0728583480328246	0.11796460091070614	0.15291707525461906	0.15114693853357833	0.2030110841088258
110	0.09746791898174692	0.127698610430631	0.10341021859900021	0.16415792548899585	0.12599258867125462	0.17575436739015354	0.08144724469930736	0.13905627143784183	0.15141062741338684	0.24861804205452576	0.11421366178136763	0.21380797485472022	0.10327051043948265	0.19987840730222448	0.105458645619155	0.16979505206606088	0.1422810497902371	0.20407167712771146	0.0893200370847749	0.15941930669561089	0.11518130771920443	0.20208149077521134	0.19017450017537707	0.2707383374254647	0.13945001954906816	0.19483904600547375	0.12590645769405417	0.2108761163017902	0.11899515204936095	0.1983252534156016	0.145603011351848	0.21525534248199413	0.1759104785899924	0.24854448265295698	0.09376745670736573	0.14364376346660282	0.10075566750629722	0.16192875134940626	0.04955108198855148	0.0739568387888828	0.1876125675405243	0.26716029617770665	0.1205400192864031	0.18271329239202153	0.13568521031207598	0.20476131738004194	0.12131906915186941	0.1843419622177756	0.07115986417204873	0.12941940209068514	0.10792525773195877	0.1763853092783505	0.25231412361899075	0.40310540459838756	0.10913997698138667	0.14684287812041116	0.2019514609442667	0.2850299612889541	0.13081306913825624	0.22207800109517917	0.1574292725841552	0.24000246947878562	0.11600928074245939	0.19284659655889355	0.09343178080274347	0.15431990761801448	0.10358400662937642	0.20095297286099026	0.21195313537421218	0.3059275375642243	0.17906716821497676	0.3118653030321239	0.07053212570392181	0.1321077910009964	0.11309131413243617	0.17219431247300584	0.11737846690007905	0.20611820132625566	0.21934141334608137	0.3740052304490875	0.05070222582771384	0.11205191907924758	0.06774548150420534	0.08436229772221795	0.12864452362690176	0.17767507791489073	0.15707426945646374	0.22968407326181023
112	0.10789229534343109	0.14385639379124143	0.11546701538632759	0.18363428953006317	0.14081524616199048	0.21016410799364743	0.09137983551629607	0.16686752572541022	0.17649641183690656	0.2616088947024199	0.1365995394905157	0.2371075618581192	0.1232583511697051	0.23027658174610444	0.12104530078928169	0.19068780261325197	0.15447656834368598	0.23578002536667858	0.10288763765461412	0.17750944078872985	0.13060737571731218	0.2277916041053909	0.2104524728165556	0.29759294984216067	0.15378600286719668	0.22025283461488337	0.14241878001458588	0.23530059306757667	0.13221683561040104	0.2148523578669017	0.15264234268946916	0.23377989863362875	0.19066426066528208	0.26556807735521437	0.0977575612481047	0.1496289202777113	0.10846656042769753	0.18711766822598058	0.05842590264321742	0.0843107962193264	0.20162097258355013	0.30518310986591957	0.1325940212150434	0.2112622443282749	0.14596439291147567	0.22573084988281733	0.132348075438403	0.22215569805731933	0.07490512018110393	0.1518909381450163	0.12564432989690721	0.21786404639175258	0.27371354633223843	0.44490892803822035	0.11906179307060365	0.15676469420962813	0.22183727219698443	0.32568539762784365	0.15312227472772627	0.24844342588273471	0.16746153015079254	0.26392554521461314	0.15442793865067647	0.2222255702534125	0.10287993841200965	0.16936697344017915	0.12844416822042676	0.22374145431945308	0.23033943145486674	0.34270012972553343	0.20430482279561107	0.3413092333761973	0.08452659508962057	0.1505804905901188	0.12673046759564457	0.20458730194812574	0.13270623921005503	0.2283031349327998	0.23902589915919126	0.41899834087905286	0.059828626476702326	0.13791005425138164	0.0805276478257535	0.09330981414730169	0.13786809324543434	0.19806402128217326	0.17930176041728407	0.2637662260684014
114	0.11675301525086262	0.1720022099677887	0.12845125808037244	0.19754597813082553	0.15087347803070406	0.235574377977766	0.10197459905441736	0.1913679164073157	0.19575871059068062	0.29565388784862523	0.15624428931691092	0.26497569533277293	0.14033129846010345	0.257343449401614	0.13132586058234397	0.21688664853750747	0.17236332888874434	0.2617971316140362	0.12323903850937296	0.22499604278316712	0.1563174890474917	0.2499023015693453	0.23182655208698705	0.32061118905647146	0.1726834354229115	0.24631825882966246	0.15652305533004005	0.2593810631183521	0.1487439400617012	0.26553547818422213	0.17042591659503836	0.2493405258010018	0.21279493377821662	0.29053601625185843	0.10174766578884367	0.17755965206288404	0.1197758700457513	0.20613787076543463	0.06434244974632804	0.10649784785599124	0.21112667600560336	0.33119871923153893	0.1478201289143785	0.23663909049383341	0.16282225237449116	0.24423337856173677	0.15204272952149867	0.24027477981376733	0.08572474865170784	0.17519475331247086	0.14779317010309279	0.2448453608247423	0.3015825619587937	0.48422414651139645	0.12699924594197723	0.16073342064531493	0.25232884945115164	0.35617697488201083	0.17543148031719635	0.29610400146023896	0.19138460588662007	0.3055979997221836	0.17326061409588092	0.2485913158766987	0.11827693599748049	0.18931308394863	0.15537600994406464	0.24756577584420963	0.25434376244905466	0.377940530546788	0.24396399427946497	0.39358723215036834	0.09852106447531936	0.170732526505525	0.1352549385101498	0.23300220499647656	0.15126091095371014	0.2512947933977637	0.26292848907511035	0.4569612778043362	0.07656036099984789	0.16376818942351568	0.08436229772221795	0.1022573305723854	0.1587424876452712	0.22039476877967318	0.195601920455219	0.30081204433643527
116	0.12613495397637836	0.1933721815092412	0.14468156144792854	0.22444190942563275	0.1656961355214399	0.262572789835892	0.1238262988517925	0.21255744348355826	0.22711594112008027	0.33776216884524757	0.1927926610869486	0.29741237527868136	0.16323403263015	0.2844103170571236	0.16050938515619817	0.24474364926709558	0.19350222771472242	0.28700120329116396	0.14245980598331187	0.24760871039956583	0.18665542277710362	0.28332544889857875	0.25046036478428624	0.3584268677656962	0.18897432555714844	0.27759676788739734	0.18163554552584865	0.2906856741843601	0.16967827236668137	0.29528426619656234	0.20043569756068647	0.28009128901271524	0.23946523214508642	0.32117848671592164	0.16359428617029764	0.1975101747665789	0.1459929059785123	0.22670025188916876	0.07543597556466046	0.12498705755321193	0.24064438663197918	0.35571342805683415	0.16812160584682534	0.2823174135918388	0.18666995600509848	0.2726039225360799	0.16464730813467993	0.28596637728654933	0.1086124242626007	0.2001631267061722	0.16712306701030927	0.27384020618556704	0.34786503433860855	0.5305066188912113	0.1329523355955074	0.18653014247727903	0.2801689852049564	0.38799427288635924	0.20889528870140142	0.32753970024540124	0.20913398465836303	0.33492306030158514	0.19585982463012624	0.27721698255340943	0.1378731147426252	0.22290653322602094	0.17505697120364616	0.2693184172363787	0.2865197805902001	0.4198204271749456	0.2752106142364408	0.43444819670949053	0.11027641875930633	0.1914443411963592	0.15003068809529221	0.2591439158009593	0.17223575727262458	0.2738830894335178	0.3022974607013301	0.49914231883242877	0.09379911778127059	0.19013334685392688	0.09203159751514686	0.11120484699746913	0.1771896268823364	0.25583269415614046	0.21042024776243257	0.34674885898879737
118	0.13812298679231516	0.22099677886770425	0.17018632388265953	0.24577316528013504	0.18845950238221282	0.29910005293806247	0.15362407130275862	0.24367956137678953	0.24369047725704868	0.37315104329985577	0.2124374109133438	0.32984905522458974	0.19696351386240038	0.3139756648039109	0.17742256417059096	0.2885189361278769	0.2178932648216202	0.31870955153013103	0.16168057345725073	0.2883115121090835	0.21133713157407596	0.32240482116045166	0.27841108383023505	0.40227113293581196	0.22025283461488337	0.3173465398149355	0.20330796857154654	0.31958223824529053	0.19391802556192156	0.33384750991626266	0.22785204066510567	0.3101010699783633	0.26216335841476285	0.36090020768785536	0.1715744952517756	0.2214508020110127	0.1722099419112733	0.25651570451858324	0.08800863815877054	0.14421583563832147	0.2806684010406244	0.3972383430058035	0.19159518854996702	0.3387808963102066	0.2105176596357058	0.30673080876608694	0.1843419622177756	0.32141675463612157	0.13940675144816567	0.235118849457354	0.18645296391752575	0.3000161082474227	0.3981287946650741	0.599681496964268	0.15081160455609793	0.2103425010913998	0.3031481448747636	0.4237887331412511	0.23424665868943556	0.3549191798324781	0.24386103008133847	0.381225787532219	0.21318588603971433	0.32994847379998193	0.15292018056478987	0.24215278020785946	0.2030246529935778	0.32939714108141704	0.31256703337112735	0.47702223720364867	0.31306709610739225	0.5023495054621495	0.13154801222556844	0.20767792568376978	0.17162601441203884	0.28983201109317813	0.19885767760047757	0.3117991577792478	0.3529147099350412	0.590534574393296	0.10799574101303047	0.23323023880748364	0.1022573305723854	0.12398701331901732	0.20291853160771672	0.30195054224880336	0.23412957145397428	0.4089858336790943
120	0.15271711369867297	0.2559184396793462	0.19059013383044435	0.2629309145544086	0.21810481736368448	0.34780307040762304	0.18342184375372472	0.2748016792700208	0.25533744859653995	0.40898787819059823	0.2325390153868645	0.3769050838785132	0.22944375504901185	0.35686623970417997	0.1963255289513829	0.32632486568946073	0.25366678591173697	0.3666785911736967	0.18090134093118965	0.3267530470569613	0.23653304263765196	0.3645694070219462	0.3074579095054367	0.44173097158891617	0.24696989443503192	0.35514140492636515	0.2260124117622776	0.3622390709066641	0.2093433230498017	0.38012340237990305	0.24674708793977296	0.339369868697946	0.27861949996027824	0.3972172097193377	0.181549756603623	0.27531721331098874	0.19842697784403435	0.2960982881817714	0.0976230272013253	0.17971511825698522	0.31618971382829697	0.4467680608365019	0.22077856164035936	0.3895345886413237	0.23148719213848112	0.33880185847621397	0.22058012573067165	0.3710472829255227	0.16104600838937344	0.27714894467008455	0.22793170103092783	0.33303801546391754	0.44341594505822635	0.6613914601373545	0.16073342064531493	0.281779576933762	0.3438035812136532	0.48300425998267726	0.2606120834769911	0.43908572819275155	0.2716426664197188	0.4221265299192789	0.24181155271642513	0.381173351010938	0.16691745109703607	0.27434650243202574	0.22477729438574684	0.4019059457219805	0.34933962553243647	0.5475030388461578	0.3425110264514656	0.5786633657416866	0.1494609330392629	0.24350376731115864	0.20629219613102678	0.3239298947511991	0.22588296035754046	0.3662530857225834	0.39509575096313376	0.6889570034588454	0.13588196521827306	0.26263752978755767	0.11120484699746913	0.1457166960656492	0.2184529646494558	0.3534083516995641	0.2682117242605655	0.4519589828700136
122	0.17877805460288337	0.295531069853746	0.20403809947784796	0.3018836426365432	0.24298570672313394	0.3880359978824775	0.20858440715676277	0.32711332423949463	0.28983040217887956	0.44840839657041487	0.26634625927414934	0.42304740323818574	0.2548449693103362	0.4109999750151991	0.2228560058367049	0.37341646216090735	0.2837490650102442	0.4065172851149631	0.23064920968726682	0.37650091581303846	0.25761533556839916	0.41033340874966573	0.33431252192213257	0.4921518765345493	0.2717320474390721	0.39814935488075065	0.24734082809296437	0.4048959035680376	0.25782282944028206	0.4297047157338034	0.26267820623017873	0.36937964966359405	0.3001827199164709	0.44488327488565815	0.2094804883887958	0.2952677360146836	0.21898935896776847	0.336194931373053	0.1183309420622125	0.2056000118330942	0.3422053231939164	0.5273163898339004	0.24171445972694514	0.4561488098259149	0.24916738620944862	0.3753957485300769	0.24027477981376733	0.40177094329515195	0.18310140488714294	0.311272388308143	0.2581346649484536	0.3680734536082474	0.48770777346471583	0.7365382701303872	0.1647021470810017	0.32543556772631665	0.3738532515510933	0.5479645767415551	0.30624454945545254	0.5060133449611617	0.3079131360837153	0.47228781775246564	0.2674239913219032	0.43767137734655137	0.18371417573573154	0.3152885187388459	0.24756577584420963	0.45266210897037495	0.3840692959070062	0.6082799620016548	0.3953899217632708	0.6375512264298333	0.16905319017924117	0.29108496322253447	0.23698029142324567	0.3523447977995499	0.2492779812517143	0.40457251649752335	0.4302466184865442	0.7958156407300132	0.16376818942351568	0.2996501546417888	0.12015236342255287	0.16233351228366183	0.23981281008184704	0.3864190219132596	0.31711220437437027	0.5230869539446388
