"Position (bp)"	"01_BAT_r1_C_1 - nextera_transposase_sequence"	"01_BAT_r1_C_2 - nextera_transposase_sequence"	"01_Blood_r3_C_1 - nextera_transposase_sequence"	"01_Blood_r3_C_2 - nextera_transposase_sequence"	"01_Liver_r2_C_1 - nextera_transposase_sequence"	"01_Liver_r2_C_2 - nextera_transposase_sequence"	"01_scAT_r1_C_1 - nextera_transposase_sequence"	"01_scAT_r1_C_2 - nextera_transposase_sequence"	"02_BAT_r1_C_1 - nextera_transposase_sequence"	"02_BAT_r1_C_2 - nextera_transposase_sequence"	"02_Blood_r3_C_1 - nextera_transposase_sequence"	"02_Blood_r3_C_2 - nextera_transposase_sequence"	"02_Liver_r2_C_1 - nextera_transposase_sequence"	"02_Liver_r2_C_2 - nextera_transposase_sequence"	"02_scAT_r1_C_1 - nextera_transposase_sequence"	"02_scAT_r1_C_2 - nextera_transposase_sequence"	"03_BAT_r1_C_1 - nextera_transposase_sequence"	"03_BAT_r1_C_2 - nextera_transposase_sequence"	"03_Liver_r2_C_1 - nextera_transposase_sequence"	"03_Liver_r2_C_2 - nextera_transposase_sequence"	"04_BAT_r1_C_1 - nextera_transposase_sequence"	"04_BAT_r1_C_2 - nextera_transposase_sequence"	"04_Liver_r2_C_1 - nextera_transposase_sequence"	"04_Liver_r2_C_2 - nextera_transposase_sequence"	"05_BAT_r1_C_1 - nextera_transposase_sequence"	"05_BAT_r1_C_2 - nextera_transposase_sequence"	"05_Blood_r3_C_1 - nextera_transposase_sequence"	"05_Blood_r3_C_2 - nextera_transposase_sequence"	"05_Liver_r2_C_1 - nextera_transposase_sequence"	"05_Liver_r2_C_2 - nextera_transposase_sequence"	"05_scAT_r1_C_1 - nextera_transposase_sequence"	"05_scAT_r1_C_2 - nextera_transposase_sequence"	"06_BAT_r1_C_1 - nextera_transposase_sequence"	"06_BAT_r1_C_2 - nextera_transposase_sequence"	"06_Blood_r3_C_1 - nextera_transposase_sequence"	"06_Blood_r3_C_2 - nextera_transposase_sequence"	"06_Liver_r2_C_1 - nextera_transposase_sequence"	"06_Liver_r2_C_2 - nextera_transposase_sequence"	"06_scAT_r1_C_1 - nextera_transposase_sequence"	"06_scAT_r1_C_2 - nextera_transposase_sequence"	"07_BAT_r1_C_1 - nextera_transposase_sequence"	"07_BAT_r1_C_2 - nextera_transposase_sequence"	"07_Blood_r3_C_1 - nextera_transposase_sequence"	"07_Blood_r3_C_2 - nextera_transposase_sequence"	"07_Liver_r2_C_1 - nextera_transposase_sequence"	"07_Liver_r2_C_2 - nextera_transposase_sequence"	"07_scAT_r1_C_1 - nextera_transposase_sequence"	"07_scAT_r1_C_2 - nextera_transposase_sequence"	"08_BAT_r1_C_1 - nextera_transposase_sequence"	"08_BAT_r1_C_2 - nextera_transposase_sequence"	"08_Blood_r3_C_1 - nextera_transposase_sequence"	"08_Blood_r3_C_2 - nextera_transposase_sequence"	"08_Liver_r2_C_1 - nextera_transposase_sequence"	"08_Liver_r2_C_2 - nextera_transposase_sequence"	"08_scAT_r1_C_1 - nextera_transposase_sequence"	"08_scAT_r1_C_2 - nextera_transposase_sequence"	"09_BAT_r1_C_1 - nextera_transposase_sequence"	"09_BAT_r1_C_2 - nextera_transposase_sequence"	"10_BAT_r1_C_1 - nextera_transposase_sequence"	"10_BAT_r1_C_2 - nextera_transposase_sequence"	"11_BAT_r1_C_1 - nextera_transposase_sequence"	"11_BAT_r1_C_2 - nextera_transposase_sequence"	"11_BAT_r3_C_1 - nextera_transposase_sequence"	"11_BAT_r3_C_2 - nextera_transposase_sequence"	"12_BAT_r1_C_1 - nextera_transposase_sequence"	"12_BAT_r1_C_2 - nextera_transposase_sequence"	"12_BAT_r3_C_1 - nextera_transposase_sequence"	"12_BAT_r3_C_2 - nextera_transposase_sequence"	"13_BAT_r3_C_1 - nextera_transposase_sequence"	"13_BAT_r3_C_2 - nextera_transposase_sequence"	"13_Blood_r2_C_1 - nextera_transposase_sequence"	"13_Blood_r2_C_2 - nextera_transposase_sequence"	"13_scAT_r1_C_1 - nextera_transposase_sequence"	"13_scAT_r1_C_2 - nextera_transposase_sequence"	"14_BAT_r3_C_1 - nextera_transposase_sequence"	"14_BAT_r3_C_2 - nextera_transposase_sequence"	"14_Blood_r2_C_1 - nextera_transposase_sequence"	"14_Blood_r2_C_2 - nextera_transposase_sequence"	"14_scAT_r1_C_1 - nextera_transposase_sequence"	"14_scAT_r1_C_2 - nextera_transposase_sequence"	"15_BAT_r3_C_1 - nextera_transposase_sequence"	"15_BAT_r3_C_2 - nextera_transposase_sequence"	"15_Blood_r2_C_1 - nextera_transposase_sequence"	"15_Blood_r2_C_2 - nextera_transposase_sequence"	"15_Liver_r1_C_1 - nextera_transposase_sequence"	"15_Liver_r1_C_2 - nextera_transposase_sequence"	"15_scAT_r1_C_1 - nextera_transposase_sequence"	"15_scAT_r1_C_2 - nextera_transposase_sequence"	"16_BAT_r3_C_1 - nextera_transposase_sequence"	"16_BAT_r3_C_2 - nextera_transposase_sequence"	"16_Blood_r2_C_1 - nextera_transposase_sequence"	"16_Blood_r2_C_2 - nextera_transposase_sequence"	"16_Liver_r1_C_1 - nextera_transposase_sequence"	"16_Liver_r1_C_2 - nextera_transposase_sequence"	"16_scAT_r1_C_1 - nextera_transposase_sequence"	"16_scAT_r1_C_2 - nextera_transposase_sequence"
64	0.0077524788551139225	0.0046514873130683535	0.003625881542450008	0.0054388223136750125	0.0018751171948246765	0.0009375585974123383	0.006284872312344187	0.0020949574374480623	0.005360301606303714	0.002680150803151857	0.019253420313490983	0.003397662408263115	0.0013463299046798428	0.0020194948570197643	0.007727112721403244	0.000858568080155916	0.00865581035696562	0.002308216095190832	0.004548555833522857	0.005117125312713213	0.00502647275651766	0.00167549091883922	0.0021529220534570546	0.0059205356470069005	0	0	0.013617569140112407	0	0.003071253071253071	0.0020475020475020475	0.009999000099990002	0.0037496250374962504	0.006582498453112863	0.0013164996906225726	0.011631964638827498	0.005815982319413749	0.005937537109606935	0	0.005317687514955996	0.007533390646187662	0.0030211936736204473	0.0030211936736204473	0.009789243349072902	0.00921340550500979	0.013366336633663366	0.0029702970297029703	0.006235677428406628	0.0035075685534787285	0.00369187602680302	0.00553781404020453	0.0017034904519360168	0.0017034904519360168	0.003189589180913498	0	0.005818125399996122	0.003878750266664081	0.003596152117234559	0	0.007822889775483063	0	0.0016986003533088735	0	0.007814453613403351	0.009377344336084021	0.005901794145420208	0.0019672647151400694	0.0037817191695344705	0.0056725787543017055	0.01118396219820777	0.0048929834617159	0.001826617469769481	0.003653234939538962	0.006146449401062653	0.003414694111701474	0	0	0.0024305766543112352	0.0012152883271556176	0.003698088088458267	0.006163480147430445	0.012944704537118941	0.0032361761342797352	0.007809693391437452	0.007028724052293707	0.003982794328500876	0	0.0053935614360357325	0.0026967807180178663	0.00730742329815331	0.006263505684131409	0	0.00209819555182543	0.0076354820852501575	0	0.00514401087100964	0.007501682520222393
66	0.0077524788551139225	0.0046514873130683535	0.003625881542450008	0.0054388223136750125	0.0018751171948246765	0.0009375585974123383	0.006284872312344187	0.0038407553019881146	0.005360301606303714	0.002680150803151857	0.0226510827217541	0.003397662408263115	0.0013463299046798428	0.0026926598093596856	0.007727112721403244	0.001287852120233874	0.010386972428358742	0.002308216095190832	0.004548555833522857	0.006822833750284285	0.00502647275651766	0.00167549091883922	0.003229383080185582	0.007535227187099691	0	0	0.013617569140112407	0	0.003071253071253071	0.0020475020475020475	0.009999000099990002	0.0037496250374962504	0.006582498453112863	0.0013164996906225726	0.011631964638827498	0.013085960218680935	0.005937537109606935	0	0.005317687514955996	0.008419671898680328	0.0030211936736204473	0.004531790510430671	0.010365081193136012	0.00921340550500979	0.013861386138613862	0.0029702970297029703	0.006235677428406628	0.005845947589131214	0.00369187602680302	0.00553781404020453	0.0017034904519360168	0.0017034904519360168	0.003189589180913498	0	0.005818125399996122	0.003878750266664081	0.003596152117234559	0	0.007822889775483063	0	0.0016986003533088735	0	0.009377344336084021	0.009377344336084021	0.005901794145420208	0.0019672647151400694	0.0044120056977902155	0.006302865282557451	0.012581957472983742	0.006989976373879856	0.001826617469769481	0.006393161144193183	0.006146449401062653	0.004780571756382064	0.001647935137272997	0	0.0024305766543112352	0.0012152883271556176	0.003698088088458267	0.006163480147430445	0.012944704537118941	0.00431490151237298	0.007809693391437452	0.008200178061009325	0.003982794328500876	0.003982794328500876	0.0053935614360357325	0.004382268666779033	0.00782938210516426	0.006263505684131409	0	0.00209819555182543	0.0076354820852501575	0.0019088705213125394	0.006001346016177914	0.008573351451682735
68	0.0077524788551139225	0.0046514873130683535	0.00453235192806251	0.0054388223136750125	0.0018751171948246765	0.0014063378961185074	0.006284872312344187	0.0048882340207121455	0.005360301606303714	0.0035735344042024768	0.02491619099392951	0.0067953248165262305	0.0013463299046798428	0.0026926598093596856	0.007727112721403244	0.001717136160311832	0.010386972428358742	0.00288527011898854	0.004548555833522857	0.007391403229474642	0.00502647275651766	0.00335098183767844	0.003229383080185582	0.008611688213828218	0	0.01795396603109627	0.014855529971031716	0.0006189804154596548	0.003071253071253071	0.0020475020475020475	0.009999000099990002	0.0037496250374962504	0.006582498453112863	0.0013164996906225726	0.011631964638827498	0.023263929277654995	0.005937537109606935	0	0.005317687514955996	0.00886281252492666	0.0030211936736204473	0.006042387347240895	0.011516756881262236	0.00921340550500979	0.01485148514851485	0.0039603960396039604	0.006625407267682043	0.007404866946232871	0.00369187602680302	0.00553781404020453	0.0017034904519360168	0.0017034904519360168	0.003189589180913498	0	0.005818125399996122	0.003878750266664081	0.003596152117234559	0	0.007822889775483063	0	0.0016986003533088735	0	0.009377344336084021	0.009377344336084021	0.005901794145420208	0.0019672647151400694	0.006302865282557451	0.006302865282557451	0.012581957472983742	0.009785966923431798	0.0027399262046542213	0.007306469879077924	0.006146449401062653	0.006146449401062653	0.003295870274545994	0.001647935137272997	0.0024305766543112352	0.0024305766543112352	0.003698088088458267	0.006163480147430445	0.014562792604258808	0.00431490151237298	0.008200178061009325	0.008590662730581197	0.003982794328500876	0.007965588657001752	0.0053935614360357325	0.006741951795044665	0.00835134091217521	0.006263505684131409	0	0.00209819555182543	0.0076354820852501575	0.0019088705213125394	0.00664434737505412	0.00921635281055894
70	0.0077524788551139225	0.00503911125582405	0.005892057506481263	0.0054388223136750125	0.002343896493530846	0.002812675792237015	0.006284872312344187	0.0048882340207121455	0.0062536852073543335	0.004466918005253096	0.026615022198061066	0.00906043308870164	0.0013463299046798428	0.0026926598093596856	0.00858568080155916	0.002575704240467748	0.010386972428358742	0.004616432190381664	0.00568569479190357	0.00966568114623607	0.00502647275651766	0.00335098183767844	0.003229383080185582	0.009149918727192483	0	0.02154475923731552	0.014855529971031716	0.0012379608309193097	0.003071253071253071	0.005118755118755119	0.009999000099990002	0.006561843815618439	0.006582498453112863	0.009873747679669295	0.011631964638827498	0.023263929277654995	0.005937537109606935	0	0.005317687514955996	0.01019223440366566	0.0030211936736204473	0.010574177857671566	0.013820108257514684	0.00921340550500979	0.015346534653465346	0.006435643564356436	0.007404866946232871	0.008963786303334529	0.00738375205360604	0.00553781404020453	0.0017034904519360168	0.0034069809038720336	0.003189589180913498	0.003189589180913498	0.005818125399996122	0.006787812966662142	0.003596152117234559	0	0.007822889775483063	0	0.0016986003533088735	0.0016986003533088735	0.009377344336084021	0.009377344336084021	0.005901794145420208	0.004918161787850173	0.006302865282557451	0.006302865282557451	0.013979952747759712	0.01118396219820777	0.004566543674423702	0.009133087348847404	0.007512327045743242	0.010244082335104421	0.003295870274545994	0.003295870274545994	0.0024305766543112352	0.004253509145044662	0.003698088088458267	0.006163480147430445	0.015102155293305431	0.0075510776466527155	0.009762116739296816	0.008981147400153069	0.003982794328500876	0.011948382985502628	0.0053935614360357325	0.009101634923310297	0.00835134091217521	0.00835134091217521	0	0.00209819555182543	0.0076354820852501575	0.0076354820852501575	0.007073014947638256	0.010073687955727214
72	0.0077524788551139225	0.007364854912358226	0.006345292699287514	0.008158233470512519	0.002812675792237015	0.003750234389649353	0.006284872312344187	0.007681510603976229	0.008040452409455572	0.005360301606303715	0.02718129926610492	0.011891818428920902	0.0020194948570197643	0.0026926598093596856	0.00858568080155916	0.005151408480935496	0.010386972428358742	0.007501702309370204	0.00568569479190357	0.010234250625426428	0.00502647275651766	0.00586421821593727	0.003229383080185582	0.009688149240556746	0	0.02154475923731552	0.014855529971031716	0.003713882492757929	0.004095004095004095	0.006654381654381654	0.010311468853114689	0.010311468853114687	0.006582498453112863	0.0144814965968483	0.011631964638827498	0.02617192043736187	0.005937537109606935	0.003562522265764161	0.005317687514955996	0.012407937534897325	0.0030211936736204473	0.013595371531292014	0.013820108257514684	0.010365081193136012	0.015841584158415842	0.00891089108910891	0.007794596785508286	0.010522705660436185	0.00738375205360604	0.00922969006700755	0.0017034904519360168	0.004258726129840042	0.003189589180913498	0.007973972952283746	0.005818125399996122	0.011636250799992243	0.003596152117234559	0	0.007822889775483063	0.0006519074812902553	0.0016986003533088735	0.004246500883272184	0.009377344336084021	0.01094023505876469	0.005901794145420208	0.01081995593327038	0.006933151810813196	0.009454297923836176	0.01607694565992367	0.017474940934699642	0.006393161144193183	0.009133087348847404	0.008878204690423832	0.013658776446805895	0.003295870274545994	0.003295870274545994	0.003645864981466853	0.008507018290089324	0.003698088088458267	0.00677982816217349	0.015102155293305431	0.014562792604258808	0.010933570748012433	0.010152601408868688	0.003982794328500876	0.013939780149753066	0.006067756615540199	0.010112927692566998	0.00835134091217521	0.010961134947229965	0	0.00209819555182543	0.008589917345906427	0.013362093649187775	0.008573351451682735	0.011145356887187555
74	0.008527726740625316	0.01201634222542658	0.006345292699287514	0.010877644627350025	0.002812675792237015	0.006562910181886368	0.00803067017688424	0.009776468041424291	0.00982721961155681	0.00982721961155681	0.028313853402192626	0.013024372565008607	0.004038989714039529	0.004038989714039529	0.009014964841637118	0.005580692521013454	0.010386972428358742	0.009809918404561035	0.00568569479190357	0.011939959062997498	0.00502647275651766	0.00753970913477649	0.003229383080185582	0.011841071294013801	0	0.02154475923731552	0.014855529971031716	0.004951843323677239	0.005118755118755119	0.007678132678132678	0.010623937606239376	0.01656084391560844	0.006582498453112863	0.01843099566871602	0.018901942538094685	0.02617192043736187	0.005937537109606935	0.004156275976724855	0.005760828141202329	0.012407937534897325	0.0030211936736204473	0.013595371531292014	0.013820108257514684	0.010365081193136012	0.015841584158415842	0.0099009900990099	0.009743245981885357	0.012471354856813256	0.00738375205360604	0.01107562808040906	0.0017034904519360168	0.005962216581776059	0.003189589180913498	0.009568767542740495	0.005818125399996122	0.017454376199988363	0.003596152117234559	0	0.007822889775483063	0.0026076299251610213	0.0016986003533088735	0.006794401413235494	0.009377344336084021	0.018754688672168042	0.007869058860560278	0.015738117721120555	0.007563438339068941	0.010714870980347665	0.018173938572087628	0.020270931484251582	0.007306469879077924	0.010046396083732145	0.00921967410159398	0.015024654091486485	0.003295870274545994	0.003295870274545994	0.003645864981466853	0.01093759494440056	0.003698088088458267	0.008628872206402623	0.01725960604949192	0.01725960604949192	0.013276478765443668	0.011714540087156179	0.005974191492751314	0.017922574478253944	0.0077532445643013655	0.010787122872071463	0.00835134091217521	0.014092887789295669	0.001049097775912715	0.00209819555182543	0.011453223127875237	0.013362093649187775	0.009430686596851008	0.01307436096381617
76	0.008527726740625316	0.014729709824716454	0.007704998277706267	0.013597055784187531	0.002812675792237015	0.007969248078004875	0.009776468041424291	0.010474787187240313	0.012507370414708667	0.012954062215233977	0.03510917821871885	0.016422034973271722	0.004038989714039529	0.006058484571059293	0.009444248881715075	0.011590669082104866	0.010386972428358742	0.015003404618740408	0.00568569479190357	0.012508528542187855	0.00502647275651766	0.0083774545941961	0.004305844106914109	0.017761606941020698	0.014363172824877016	0.02154475923731552	0.01547451038649137	0.011141647478273788	0.005118755118755119	0.01126126126126126	0.010623937606239376	0.01906059394060594	0.006582498453112863	0.01843099566871602	0.029079911597068745	0.030533907176922184	0.007125044531528322	0.004750029687685548	0.006203968767448663	0.014180500039882657	0.0037764920920255593	0.015105968368102237	0.013820108257514684	0.013244270413451572	0.016831683168316833	0.013366336633663366	0.011302165338987015	0.015978923410291987	0.008306721060306794	0.01107562808040906	0.0017034904519360168	0.011072687937584109	0.003189589180913498	0.015947945904567492	0.005818125399996122	0.017454376199988363	0.003596152117234559	0.0017980760586172794	0.007822889775483063	0.006519074812902552	0.0016986003533088735	0.009342301943198805	0.009377344336084021	0.028132033008252063	0.009836323575700346	0.01672175007869059	0.007563438339068941	0.01890859584767235	0.019571933846863596	0.025163914945967484	0.007306469879077924	0.010959704818616885	0.010244082335104421	0.01843934820318796	0.003295870274545994	0.004943805411818991	0.004253509145044662	0.011545239107978368	0.003698088088458267	0.014792352353833069	0.01725960604949192	0.019417056805678408	0.013276478765443668	0.015619386782874905	0.007965588657001752	0.019913971642504382	0.010112927692566998	0.015169391538850496	0.00835134091217521	0.018268558245383273	0.00209819555182543	0.00419639110365086	0.014316528909844046	0.017179834691812855	0.009645020383143077	0.016932369117073402
78	0.009302974626136707	0.017055453481250628	0.00906470385612502	0.015863231748218784	0.0042190136883555225	0.010313144571535721	0.009776468041424291	0.012918904197596386	0.016080904818911144	0.013400754015759287	0.03850684062698197	0.02888013047023648	0.004038989714039529	0.006731649523399214	0.009444248881715075	0.01502494140272853	0.011541080475954158	0.01673456669013353	0.007959972708665	0.01364566750056857	0.00502647275651766	0.009215200053615709	0.0059205356470069005	0.01937629848111349	0.014363172824877016	0.03231713885597329	0.01671247121741068	0.014855529971031716	0.00819000819000819	0.014332514332514333	0.012186281371862815	0.023122687731226877	0.015139746442159586	0.01974749535933859	0.029079911597068745	0.03489589391648249	0.009500059375371095	0.005937537109606934	0.007533390646187662	0.017282484423606987	0.0075529841840511185	0.017371863623317572	0.013820108257514684	0.017275135321893356	0.019306930693069307	0.021287128712871285	0.012471354856813256	0.0190967621244953	0.00922969006700755	0.01107562808040906	0.0034069809038720336	0.013627923615488135	0.009568767542740494	0.025516713447307986	0.008727188099994183	0.018424063766654383	0.003596152117234559	0.005394228175851838	0.007822889775483063	0.009126704738063573	0.0016986003533088735	0.013588802826470988	0.015628907226806703	0.034383595898974745	0.01278722064841045	0.020656279508970726	0.007563438339068941	0.026472034186741294	0.019571933846863596	0.028658903132907414	0.007306469879077924	0.012786322288386366	0.01434171526914619	0.021512572903719288	0.003295870274545994	0.009887610823637982	0.006076441635778088	0.015191104089445222	0.003698088088458267	0.01787409242754829	0.020495782183771655	0.02373195831805139	0.013666963435015542	0.023038595504740484	0.011948382985502628	0.027879560299506133	0.012135513231080398	0.018877465026125063	0.010961134947229965	0.02922969319261324	0.00209819555182543	0.006294586655476291	0.02672418729837555	0.021952010995094202	0.01050235552831135	0.021004711056622702
80	0.011241094339915188	0.020544068966051897	0.012237350205768778	0.01812940771225004	0.00562535158447403	0.01125070316894806	0.011173106333056335	0.016410499926676488	0.016974288419961764	0.018314363821537692	0.040205671831113524	0.040771948899157376	0.004038989714039529	0.01077063923743874	0.011161385042026907	0.019747065843586067	0.012695188523549575	0.020773944856717484	0.007959972708665	0.01762565385490107	0.00586421821593727	0.012566181891294149	0.006458766160371164	0.02475860361475613	0.014363172824877016	0.03590793206219254	0.022283294956547576	0.021045334125628264	0.009725634725634726	0.01638001638001638	0.015623437656234376	0.03030946905309469	0.021063995049961162	0.020405745204649876	0.03198790275677562	0.04071187623589624	0.013062581641135258	0.010093813086331789	0.009749093777419325	0.020384468807331316	0.009063581020861342	0.019637758878532908	0.014971783945640908	0.020730162386272025	0.02178217821782178	0.02524752475247525	0.013250814535364086	0.02533243955290193	0.01292156609381057	0.01107562808040906	0.004258726129840042	0.01703490451936017	0.012758356723653993	0.030301097218678234	0.013575625933324283	0.025211876733316527	0.003596152117234559	0.008990380293086398	0.013690057107095362	0.015645779550966125	0.0016986003533088735	0.014438103003125424	0.017191797949487372	0.0421980495123781	0.018689014793830658	0.026558073654390935	0.011975444036859156	0.03592633211057747	0.024464917308579498	0.04473584879283108	0.007306469879077924	0.012786322288386366	0.016732001147337222	0.024244328193080464	0.003295870274545994	0.009887610823637982	0.008507018290089324	0.018229324907334265	0.003698088088458267	0.019723136471777425	0.026428771763284502	0.024810683696144635	0.015228902113303033	0.025771988191743592	0.013939780149753066	0.039827943285008764	0.012809708410584864	0.02258553851339963	0.014092887789295669	0.0412347457538651	0.00209819555182543	0.00839278220730172	0.03245079886231317	0.023860881516406744	0.011359690673479623	0.027863392217968887
82	0.014729709824716452	0.023645060508097462	0.014956761362606284	0.02266175964031255	0.008438027376711045	0.015000937558597412	0.013268063770504396	0.02409201053065272	0.02144120642521486	0.02278128182679079	0.04190450303524509	0.05096493612394672	0.004038989714039529	0.016155958856158115	0.011590669082104866	0.02575704240467748	0.013272242547347282	0.02769859314228998	0.009097111667045714	0.02501705708437571	0.00670196367535688	0.01507941826955298	0.008611688213828218	0.026373295154848916	0.014363172824877016	0.03949872526841179	0.025997177449305502	0.03033004035752309	0.011773136773136773	0.019451269451269453	0.018123187681231875	0.037183781621837816	0.02501349412182888	0.021063995049961162	0.03198790275677562	0.047981854135163426	0.013656335352095952	0.019593872461702883	0.009749093777419325	0.02481587506979465	0.009063581020861342	0.021148355715343133	0.016123459633767132	0.028791892203155593	0.02178217821782178	0.030693069306930693	0.015589193571016572	0.028450278267105243	0.01476750410721208	0.01292156609381057	0.005962216581776059	0.023848866327104236	0.012758356723653993	0.031895891809134984	0.018424063766654383	0.025211876733316527	0.004495190146543199	0.010788456351703677	0.015645779550966125	0.0189053169574174	0.0016986003533088735	0.016986003533088736	0.025006251562890724	0.05001250312578145	0.023607176581680833	0.029508970727101038	0.013236017093370647	0.049792635732203855	0.026561910220743452	0.055220813353650866	0.007306469879077924	0.013699631023271108	0.017756409380847663	0.02868343053829238	0.003295870274545994	0.009887610823637982	0.009722306617244941	0.020659901561645502	0.004314436103201312	0.022188528530749603	0.02804685983042437	0.03128303596470411	0.01640035612201865	0.03006731955703419	0.017922574478253944	0.039827943285008764	0.01348390359008933	0.02561941682116973	0.01513680540331757	0.04749825143799652	0.00209819555182543	0.01049097775912715	0.036268539904938245	0.02863305781968809	0.01328869475010824	0.031078399012349912
84	0.016280205595739238	0.029071795706677207	0.017222937326637537	0.02583440598995631	0.010781923870241891	0.01546971685730358	0.013617223343412407	0.027583606259732822	0.024121357228366717	0.03126842603677167	0.0453021654435082	0.05776026094047296	0.004038989714039529	0.016155958856158115	0.016742077563040362	0.03133773492569093	0.019042782785324362	0.035777349475457895	0.009097111667045714	0.030702751876279282	0.00670196367535688	0.01591716372897259	0.015608684887563645	0.0296026782350345	0.014363172824877016	0.03949872526841179	0.03218698160390206	0.040852707420337225	0.01638001638001638	0.020475020475020478	0.02031046895310469	0.040933406659334065	0.02501349412182888	0.02369699443120631	0.033441898336629056	0.050889845294870305	0.014250089063056644	0.02315639472746705	0.010635375029911992	0.02658843757477998	0.010574177857671566	0.021903654133748243	0.01900264885408269	0.03455027064378671	0.024257425742574258	0.03663366336633663	0.01831730244594447	0.029619467784931484	0.01476750410721208	0.01476750410721208	0.012776178389520127	0.03236631858678432	0.01913753508548099	0.03508548099004848	0.019393751333320403	0.027151251866648567	0.007192304234469118	0.010788456351703677	0.020861039401288167	0.0247724842890297	0.003397200706617747	0.01868460388639761	0.037509377344336084	0.06407851962990747	0.024590808939250867	0.032459867799811144	0.02016916890418384	0.06428922588208599	0.030755896045071368	0.061511792090142736	0.007306469879077924	0.01643955722792533	0.020488164670208843	0.03687869640637592	0.004943805411818991	0.009887610823637982	0.010329950780822751	0.028559275688157016	0.00677982816217349	0.02403757257497874	0.02966494789756424	0.04422774050182304	0.01913374880902176	0.03358168158318105	0.019913971642504382	0.057750517763262704	0.016854879487611663	0.030675880667453227	0.018268558245383273	0.055327633543160774	0.00419639110365086	0.01049097775912715	0.04008628094756332	0.03245079886231317	0.016932369117073402	0.033650404447854734
86	0.018218325309517718	0.03294803513423417	0.019489113290668793	0.029913522725212565	0.013125820363772736	0.019688730545659103	0.014664702062136438	0.03456679771789303	0.024568049028892026	0.03216180963782229	0.05266376732807829	0.0668206940291746	0.005385319618719371	0.02154127847487748	0.019317781803508106	0.042928404007795795	0.020196890832919777	0.035777349475457895	0.010234250625426426	0.034682738230611784	0.00753970913477649	0.01759265464781181	0.017223376427656437	0.03067913926176303	0.02154475923731552	0.04847570828395993	0.03713882492757929	0.06004110029958652	0.01893939393939394	0.024570024570024572	0.02562243775622438	0.044683031696830314	0.026329993812451453	0.026329993812451456	0.03780388507618937	0.05815982319413749	0.015437596484978031	0.026125163282270512	0.014623640666128989	0.03101984383724331	0.01586126678650735	0.027190743062584025	0.023033513762524473	0.04030864908441782	0.031188118811881188	0.03861386138613861	0.02104541132087237	0.031957846820583974	0.01476750410721208	0.02030531814741661	0.01703490451936017	0.03832853516856038	0.028706302628221485	0.03827507017096198	0.020363438899986423	0.031030002133312647	0.010788456351703677	0.012586532410320955	0.02346866932644919	0.03455109650838353	0.006794401413235494	0.025479005299633102	0.04376094023505876	0.08127031757939485	0.028525338369531004	0.039345294302801384	0.025211461130229804	0.07311323727766643	0.034250884232011294	0.07409374956312648	0.009133087348847404	0.02009279216746429	0.022536981137229725	0.04473249286328931	0.009887610823637982	0.011535545960910979	0.013368171598711794	0.029166919851734825	0.009861568235888712	0.028968356692923095	0.033440486720890596	0.05447563159370887	0.024600534183027975	0.036315074270184156	0.027879560299506133	0.06571610642026446	0.021237148154390696	0.03539524692398449	0.02975165199962419	0.06576680968337979	0.00419639110365086	0.01049097775912715	0.044858457250844676	0.036268539904938245	0.02121904484291477	0.036008076097067486
88	0.020931692908807593	0.03915001821832531	0.020848818869087547	0.03897822658133759	0.014063378961185074	0.02109506844177761	0.016410499926676488	0.039105872165697164	0.03126842603677167	0.03975557024675255	0.06455558575699918	0.07927878952613934	0.006731649523399214	0.02961925790295654	0.023181338164209732	0.055377641170056585	0.024236268999503735	0.03750851154685102	0.014782806458949284	0.035251307709802136	0.01089069097245493	0.02010589102607064	0.022605681561299072	0.035523213882041396	0.025135552443534777	0.06463427771194658	0.04456658991309515	0.0779915323479165	0.021498771498771496	0.028665028665028666	0.034996500349965	0.05124487551244875	0.027646493503074028	0.038836740873365895	0.04652785855530999	0.06542980109340468	0.021375133594584966	0.03384396152475953	0.018168765676099652	0.03500810947346031	0.018127162041722683	0.032477831991419806	0.025912702982840034	0.04837037890130139	0.034653465346534656	0.04207920792079208	0.028060548427829828	0.035855145213338116	0.01476750410721208	0.023074225167518874	0.020441885423232203	0.044290751750336435	0.03349068639959173	0.04146465935187548	0.027151251866648567	0.040726877799972847	0.021576912703407353	0.021576912703407353	0.029987744139351742	0.040418263839995826	0.007643701589889931	0.031424106536214164	0.05157539384846212	0.09064766191547886	0.03147623544224111	0.0481979855209317	0.032144612941042996	0.08571896784278132	0.04962883225454698	0.08527771176133425	0.009133087348847404	0.024659335841887994	0.024244328193080464	0.050196003442011666	0.009887610823637982	0.024719027059094956	0.01579874825302303	0.04010451479613539	0.01232696029486089	0.03328279279612441	0.033440486720890596	0.0695777868870143	0.025771988191743592	0.04061040563547475	0.039827943285008764	0.08762147522701927	0.026630709590426425	0.04449688184729479	0.04227866336788701	0.07046443894647834	0.00419639110365086	0.011540075535039865	0.04581289251150095	0.04199515146887586	0.027863392217968887	0.0420094221132454
