"Position (bp)"	"01_Liver_r3_C_1 - nextera_transposase_sequence"	"01_Liver_r3_C_2 - nextera_transposase_sequence"	"01_scAT_r2_C_1 - nextera_transposase_sequence"	"01_scAT_r2_C_2 - nextera_transposase_sequence"	"02_BAT_r2_C_1 - nextera_transposase_sequence"	"02_BAT_r2_C_2 - nextera_transposase_sequence"	"02_Liver_r3_C_1 - nextera_transposase_sequence"	"02_Liver_r3_C_2 - nextera_transposase_sequence"	"02_scAT_r2_C_1 - nextera_transposase_sequence"	"02_scAT_r2_C_2 - nextera_transposase_sequence"	"03_BAT_r2_C_1 - nextera_transposase_sequence"	"03_BAT_r2_C_2 - nextera_transposase_sequence"	"03_Liver_r3_C_1 - nextera_transposase_sequence"	"03_Liver_r3_C_2 - nextera_transposase_sequence"	"03_scAT_r2_C_1 - nextera_transposase_sequence"	"03_scAT_r2_C_2 - nextera_transposase_sequence"	"04_BAT_r2_C_1 - nextera_transposase_sequence"	"04_BAT_r2_C_2 - nextera_transposase_sequence"	"04_Blood_r1_C_1 - nextera_transposase_sequence"	"04_Blood_r1_C_2 - nextera_transposase_sequence"	"04_Liver_r3_C_1 - nextera_transposase_sequence"	"04_Liver_r3_C_2 - nextera_transposase_sequence"	"04_scAT_r2_C_1 - nextera_transposase_sequence"	"04_scAT_r2_C_2 - nextera_transposase_sequence"	"05_Blood_r2_C_1 - nextera_transposase_sequence"	"05_Blood_r2_C_2 - nextera_transposase_sequence"	"05_Liver_r1_C_1 - nextera_transposase_sequence"	"05_Liver_r1_C_2 - nextera_transposase_sequence"	"05_scAT_r2_C_1 - nextera_transposase_sequence"	"05_scAT_r2_C_2 - nextera_transposase_sequence"	"06_Liver_r1_C_1 - nextera_transposase_sequence"	"06_Liver_r1_C_2 - nextera_transposase_sequence"	"06_Liver_r3_C_1 - nextera_transposase_sequence"	"06_Liver_r3_C_2 - nextera_transposase_sequence"	"06_scAT_r2_C_1 - nextera_transposase_sequence"	"06_scAT_r2_C_2 - nextera_transposase_sequence"	"07_Liver_r1_C_1 - nextera_transposase_sequence"	"07_Liver_r1_C_2 - nextera_transposase_sequence"	"07_Liver_r3_C_1 - nextera_transposase_sequence"	"07_Liver_r3_C_2 - nextera_transposase_sequence"	"07_scAT_r2_C_1 - nextera_transposase_sequence"	"07_scAT_r2_C_2 - nextera_transposase_sequence"	"08_Liver_r3_C_1 - nextera_transposase_sequence"	"08_Liver_r3_C_2 - nextera_transposase_sequence"	"08_scAT_r2_C_1 - nextera_transposase_sequence"	"08_scAT_r2_C_2 - nextera_transposase_sequence"	"09_BAT_r2_C_1 - nextera_transposase_sequence"	"09_BAT_r2_C_2 - nextera_transposase_sequence"	"09_Blood_r1_C_1 - nextera_transposase_sequence"	"09_Blood_r1_C_2 - nextera_transposase_sequence"	"09_Liver_r3_C_1 - nextera_transposase_sequence"	"09_Liver_r3_C_2 - nextera_transposase_sequence"	"09_scAT_r2_C_1 - nextera_transposase_sequence"	"09_scAT_r2_C_2 - nextera_transposase_sequence"	"10_BAT_r2_C_1 - nextera_transposase_sequence"	"10_BAT_r2_C_2 - nextera_transposase_sequence"	"10_Blood_r1_C_1 - nextera_transposase_sequence"	"10_Blood_r1_C_2 - nextera_transposase_sequence"	"10_Liver_r3_C_1 - nextera_transposase_sequence"	"10_Liver_r3_C_2 - nextera_transposase_sequence"	"10_scAT_r2_C_1 - nextera_transposase_sequence"	"10_scAT_r2_C_2 - nextera_transposase_sequence"	"11_BAT_r2_C_1 - nextera_transposase_sequence"	"11_BAT_r2_C_2 - nextera_transposase_sequence"	"11_Blood_r1_C_1 - nextera_transposase_sequence"	"11_Blood_r1_C_2 - nextera_transposase_sequence"	"11_Liver_r3_C_1 - nextera_transposase_sequence"	"11_Liver_r3_C_2 - nextera_transposase_sequence"	"11_scAT_r2_C_1 - nextera_transposase_sequence"	"11_scAT_r2_C_2 - nextera_transposase_sequence"	"12_BAT_r2_C_1 - nextera_transposase_sequence"	"12_BAT_r2_C_2 - nextera_transposase_sequence"	"12_Blood_r1_C_1 - nextera_transposase_sequence"	"12_Blood_r1_C_2 - nextera_transposase_sequence"	"12_Liver_r3_C_1 - nextera_transposase_sequence"	"12_Liver_r3_C_2 - nextera_transposase_sequence"	"13_BAT_r2_C_1 - nextera_transposase_sequence"	"13_BAT_r2_C_2 - nextera_transposase_sequence"	"13_Blood_r1_C_1 - nextera_transposase_sequence"	"13_Blood_r1_C_2 - nextera_transposase_sequence"	"13_Liver_r3_C_1 - nextera_transposase_sequence"	"13_Liver_r3_C_2 - nextera_transposase_sequence"	"14_BAT_r2_C_1 - nextera_transposase_sequence"	"14_BAT_r2_C_2 - nextera_transposase_sequence"	"14_Blood_r1_C_1 - nextera_transposase_sequence"	"14_Blood_r1_C_2 - nextera_transposase_sequence"	"15_BAT_r2_C_1 - nextera_transposase_sequence"	"15_BAT_r2_C_2 - nextera_transposase_sequence"	"15_Blood_r1_C_1 - nextera_transposase_sequence"	"15_Blood_r1_C_2 - nextera_transposase_sequence"	"16_BAT_r2_C_1 - nextera_transposase_sequence"	"16_BAT_r2_C_2 - nextera_transposase_sequence"	"16_Blood_r1_C_1 - nextera_transposase_sequence"	"16_Blood_r1_C_2 - nextera_transposase_sequence"	"16_scAT_r2_C_1 - nextera_transposase_sequence"	"16_scAT_r2_C_2 - nextera_transposase_sequence"
50	0.006343612334801762	0.0007048458149779736	0.008952391183685163	0.0017904782367370324	0.0009493160178091685	0	0.013633811853396424	0.0024059667976581924	0.007903264048051846	0	0.009466260669264629	0	0.012936192231816565	0.0016170240289770706	0.0031800546969407875	0	0	0.001075141649912376	0.0036636746656896865	0	0.002727669479196974	0	0.007062146892655367	0.0017655367231638418	0.013452311555535626	0	0	0	0.0013618412093149939	0.004085523627944981	0.004688782088852421	0	0.007015820675623531	0	0.0009957679860592482	0	0.0076511094108645756	0	0.010630058769039195	0.0015185798241484564	0.005656801832803794	0.002828400916401897	0.01410991624756856	0.003023553481621834	0.006845974139332689	0.0017114935348331722	0.008661841700030797	0.0019248537111179551	0.005438526521881005	0	0.0014906017559288686	0.004471805267786605	0.009546456528908407	0	0.00568692348813139	0	0.006056018168054504	0	0.001864002385923054	0	0.0061608221001010375	0	0.008093070308548306	0	0.003973246804847361	0.002648831203231574	0	0	0.006534951096782626	0.003267475548391313	0.008535960783357315	0	0.008044035347789615	0	0.008266426940285398	0.0020666067350713496	0.009113139628487674	0	0.0027151041242431647	0	0.0038082664770996244	0.0012694221590332081	0.002577784651870183	0	0.011338896952104499	0	0.006040379939898219	0	0.0028633604398121634	0	0.008761554299732773	0.0010951942874665966	0.0021532697401003423	0	0.006164404672618742	0
52	0.006343612334801762	0.0007048458149779736	0.008952391183685163	0.0017904782367370324	0.0014239740267137527	0	0.014435800785949153	0.0024059667976581924	0.007903264048051846	0	0.009466260669264629	0	0.012936192231816565	0.0032340480579541413	0.0031800546969407875	0	0	0.001075141649912376	0.0036636746656896865	0	0.002727669479196974	0	0.007062146892655367	0.0017655367231638418	0.014947012839484028	0	0	0	0.0013618412093149939	0.004085523627944981	0.004688782088852421	0	0.007015820675623531	0	0.0009957679860592482	0	0.0076511094108645756	0	0.010630058769039195	0.0015185798241484564	0.005656801832803794	0.002828400916401897	0.01410991624756856	0.003023553481621834	0.006845974139332689	0.0025672403022497584	0.008661841700030797	0.0019248537111179551	0.005438526521881005	0	0.0014906017559288686	0.004471805267786605	0.009546456528908407	0	0.00568692348813139	0	0.006056018168054504	0	0.001864002385923054	0	0.0061608221001010375	0.0012321644200202074	0.008093070308548306	0	0.003973246804847361	0.002648831203231574	0	0	0.006534951096782626	0.004356634064521751	0.008535960783357315	0	0.008044035347789615	0	0.008266426940285398	0.0020666067350713496	0.009113139628487674	0	0.0027151041242431647	0	0.0038082664770996244	0.0012694221590332081	0.002577784651870183	0	0.011338896952104499	0	0.006040379939898219	0	0.0028633604398121634	0	0.008761554299732773	0.0010951942874665966	0.0021532697401003423	0	0.006164404672618742	0
54	0.0066960352422907495	0.0010572687224669605	0.008952391183685163	0.004476195591842581	0.002373290044522921	0	0.015237789718501885	0.0024059667976581924	0.007903264048051846	0	0.009466260669264629	0	0.012936192231816565	0.004042560072442677	0.0031800546969407875	0	0	0.001075141649912376	0.0036636746656896865	0	0.004546115798661624	0.00045461157986616236	0.007062146892655367	0.0017655367231638418	0.014947012839484028	0	0	0	0.0013618412093149939	0.006128285441917472	0.004688782088852421	0	0.007015820675623531	0	0.0009957679860592482	0	0.0076511094108645756	0	0.010630058769039195	0.0015185798241484564	0.005656801832803794	0.002828400916401897	0.01410991624756856	0.003023553481621834	0.006845974139332689	0.0038508604533746375	0.008661841700030797	0.0019248537111179551	0.005438526521881005	0	0.0014906017559288686	0.004471805267786605	0.009546456528908407	0	0.006824308185757669	0	0.006056018168054504	0	0.007456009543692216	0	0.0061608221001010375	0.0012321644200202074	0.008093070308548306	0	0.003973246804847361	0.002648831203231574	0	0	0.006534951096782626	0.004356634064521751	0.008535960783357315	0	0.009193183254616702	0.0005745739534135438	0.008266426940285398	0.0020666067350713496	0.009113139628487674	0	0.0027151041242431647	0	0.0038082664770996244	0.0012694221590332081	0.002577784651870183	0	0.011338896952104499	0	0.006040379939898219	0	0.0028633604398121634	0	0.008761554299732773	0.0010951942874665966	0.0021532697401003423	0	0.006164404672618742	0
56	0.007048458149779736	0.0014096916299559472	0.008952391183685163	0.00716191294694813	0.0028479480534275054	0	0.015237789718501885	0.0024059667976581924	0.007903264048051846	0	0.009466260669264629	0	0.012936192231816565	0.004851072086931212	0.0031800546969407875	0	0	0.001075141649912376	0.0036636746656896865	0	0.005455338958393948	0.0018184463194646494	0.007062146892655367	0.0017655367231638418	0.014947012839484028	0	0	0	0.0013618412093149939	0.0068092060465749695	0.004688782088852421	0	0.007015820675623531	0	0.0009957679860592482	0	0.0076511094108645756	0.0009563886763580719	0.010630058769039195	0.0015185798241484564	0.005656801832803794	0.0032998010691355465	0.014613841827838866	0.004031404642162445	0.006845974139332689	0.004278733837082931	0.009143055127810287	0.0019248537111179551	0.005438526521881005	0.0009064210869801675	0.0014906017559288686	0.004471805267786605	0.009546456528908407	0	0.006824308185757669	0	0.006056018168054504	0	0.00932001192961527	0	0.0061608221001010375	0.0012321644200202074	0.008093070308548306	0	0.003973246804847361	0.002648831203231574	0	0	0.006534951096782626	0.004356634064521751	0.008535960783357315	0	0.009193183254616702	0.0011491479068270877	0.008266426940285398	0.0020666067350713496	0.009113139628487674	0	0.0027151041242431647	0	0.0038082664770996244	0.0012694221590332081	0.002577784651870183	0	0.011338896952104499	0	0.006040379939898219	0	0.0028633604398121634	0	0.008761554299732773	0.0010951942874665966	0.0021532697401003423	0	0.006164404672618742	0
58	0.007048458149779736	0.002114537444933921	0.008952391183685163	0.00716191294694813	0.0037972640712366735	0	0.015237789718501885	0.0028069612639345575	0.007903264048051846	0	0.009466260669264629	0.0007888550557720524	0.012936192231816565	0.004851072086931212	0.0031800546969407875	0.0015900273484703938	0	0.001075141649912376	0.0036636746656896865	0.0018318373328448433	0.005455338958393948	0.002727669479196974	0.007062146892655367	0.0017655367231638418	0.014947012839484028	0	0	0	0.0013618412093149939	0.008171047255889963	0.004688782088852421	0	0.007015820675623531	0	0.0009957679860592482	0	0.0076511094108645756	0.0019127773527161439	0.010630058769039195	0.0015185798241484564	0.005656801832803794	0.003771201221869196	0.01612561856864978	0.004031404642162445	0.007701720906749275	0.004278733837082931	0.010586695411148752	0.0019248537111179551	0.005438526521881005	0.001812842173960335	0.004471805267786606	0.004471805267786605	0.009546456528908407	0	0.006824308185757669	0	0.006056018168054504	0	0.00932001192961527	0	0.0061608221001010375	0.0012321644200202074	0.008093070308548306	0	0.003973246804847361	0.002648831203231574	0	0	0.006534951096782626	0.004356634064521751	0.008535960783357315	0	0.009193183254616702	0.0011491479068270877	0.008266426940285398	0.0020666067350713496	0.009113139628487674	0	0.0027151041242431647	0	0.0038082664770996244	0.0012694221590332081	0.010311138607480732	0	0.013606676342525399	0.0011338896952104499	0.006040379939898219	0	0.0028633604398121634	0	0.009309151443466071	0.0010951942874665966	0.0021532697401003423	0	0.006164404672618742	0.0005137003893848952
60	0.007048458149779736	0.0038766519823788545	0.008952391183685163	0.00716191294694813	0.004746580089045842	0.00047465800890458424	0.015237789718501885	0.004009944662763654	0.007903264048051846	0.0011290377211502637	0.009466260669264629	0.0015777101115441049	0.014553216260793636	0.004851072086931212	0.0031800546969407875	0.0015900273484703938	0.001075141649912376	0.001075141649912376	0.0036636746656896865	0.0018318373328448433	0.005455338958393948	0.003636892638929299	0.007062146892655367	0.0035310734463276836	0.014947012839484028	0	0	0	0.0013618412093149939	0.008171047255889963	0.004688782088852421	0	0.007015820675623531	0	0.0009957679860592482	0.0004978839930296241	0.0076511094108645756	0.0019127773527161439	0.010630058769039195	0.0015185798241484564	0.005656801832803794	0.003771201221869196	0.01612561856864978	0.005039255802703056	0.008129594290457568	0.004706607220791224	0.010586695411148752	0.0019248537111179551	0.005438526521881005	0.001812842173960335	0.005962407023715474	0.004471805267786605	0.009546456528908407	0	0.006824308185757669	0	0.006056018168054504	0	0.00932001192961527	0	0.0061608221001010375	0.0012321644200202074	0.008093070308548306	0	0.003973246804847361	0.002648831203231574	0	0	0.006534951096782626	0.004356634064521751	0.008535960783357315	0	0.009193183254616702	0.0011491479068270877	0.008266426940285398	0.0020666067350713496	0.009113139628487674	0	0.0027151041242431647	0	0.0050776886361328325	0.0012694221590332081	0.010311138607480732	0	0.013606676342525399	0.0045355587808417995	0.006040379939898219	0	0.0028633604398121634	0	0.00985674858719937	0.002190388574933193	0.0021532697401003423	0	0.006164404672618742	0.0010274007787697903
62	0.0074008810572687225	0.004933920704845815	0.010742869420422194	0.00716191294694813	0.004746580089045842	0.0009493160178091685	0.015237789718501885	0.004811933595316385	0.007903264048051846	0.0011290377211502637	0.009466260669264629	0.0015777101115441049	0.014553216260793636	0.004851072086931212	0.0031800546969407875	0.0015900273484703938	0.002150283299824752	0.002150283299824752	0.0036636746656896865	0.0018318373328448433	0.005455338958393948	0.003636892638929299	0.007944915254237288	0.0035310734463276836	0.014947012839484028	0	0	0	0.0013618412093149939	0.008171047255889963	0.004688782088852421	0	0.007015820675623531	0	0.0009957679860592482	0.0009957679860592482	0.0076511094108645756	0.0019127773527161439	0.010630058769039195	0.0015185798241484564	0.005656801832803794	0.005185401680070144	0.017133469729190394	0.006047106963243668	0.008557467674165861	0.005990227371916103	0.010586695411148752	0.002406067138897444	0.005438526521881005	0.00362568434792067	0.005962407023715474	0.004471805267786605	0.009546456528908407	0	0.006824308185757669	0	0.006056018168054504	0	0.00932001192961527	0	0.0061608221001010375	0.0012321644200202074	0.008093070308548306	0.0020232675771370764	0.003973246804847361	0.0033110390040394675	0	0	0.006534951096782626	0.004356634064521751	0.008535960783357315	0.001219422969051045	0.009193183254616702	0.0011491479068270877	0.008266426940285398	0.0020666067350713496	0.009113139628487674	0	0.0027151041242431647	0	0.00634711079516604	0.0012694221590332081	0.010311138607480732	0	0.013606676342525399	0.0045355587808417995	0.006040379939898219	0	0.0028633604398121634	0	0.00985674858719937	0.002190388574933193	0.00861307896040137	0	0.006164404672618742	0.0020548015575395807
64	0.007753303964757709	0.0052863436123348016	0.010742869420422194	0.00716191294694813	0.004746580089045842	0.0009493160178091685	0.016841767583607347	0.005613922527869115	0.007903264048051846	0.0011290377211502637	0.009466260669264629	0.0015777101115441049	0.014553216260793636	0.004851072086931212	0.0031800546969407875	0.0031800546969407875	0.002150283299824752	0.002150283299824752	0.0036636746656896865	0.0018318373328448433	0.006819173697992435	0.004091504218795461	0.00882768361581921	0.0035310734463276836	0.014947012839484028	0	0	0	0.0013618412093149939	0.008171047255889963	0.004688782088852421	0	0.007015820675623531	0	0.0009957679860592482	0.0019915359721184964	0.0076511094108645756	0.0019127773527161439	0.010630058769039195	0.0015185798241484564	0.005656801832803794	0.005656801832803794	0.01864524647000131	0.006047106963243668	0.009413214441582447	0.006418100755624396	0.010586695411148752	0.004812134277794888	0.00725136869584134	0.00362568434792067	0.005962407023715474	0.004471805267786605	0.009546456528908407	0	0.006824308185757669	0.000568692348813139	0.006056018168054504	0	0.00932001192961527	0	0.0061608221001010375	0.0012321644200202074	0.008093070308548306	0.0020232675771370764	0.003973246804847361	0.003973246804847361	0	0.0029973144062919624	0.006534951096782626	0.004356634064521751	0.008535960783357315	0.001219422969051045	0.009193183254616702	0.0011491479068270877	0.009299730307821073	0.0020666067350713496	0.009113139628487674	0	0.0027151041242431647	0	0.007616532954199249	0.0012694221590332081	0.010311138607480732	0	0.013606676342525399	0.0045355587808417995	0.006040379939898219	0	0.0028633604398121634	0	0.00985674858719937	0.0027379857186664914	0.00861307896040137	0	0.006164404672618742	0.003595902725694266
66	0.007753303964757709	0.0059911894273127755	0.010742869420422194	0.009847630302053679	0.004746580089045842	0.0009493160178091685	0.01724276204988371	0.008420883791803674	0.007903264048051846	0.0011290377211502637	0.009466260669264629	0.0031554202230882097	0.014553216260793636	0.004851072086931212	0.0031800546969407875	0.004770082045411181	0.002150283299824752	0.002150283299824752	0.0036636746656896865	0.0018318373328448433	0.008183008437590922	0.005455338958393948	0.00882768361581921	0.0035310734463276836	0.014947012839484028	0	0	0	0.0013618412093149939	0.010894729674519951	0.004688782088852421	0	0.008769775844529414	0	0.0019915359721184964	0.0019915359721184964	0.0076511094108645756	0.0019127773527161439	0.010630058769039195	0.0015185798241484564	0.005656801832803794	0.005656801832803794	0.019149172050271616	0.006047106963243668	0.009413214441582447	0.008129594290457568	0.010586695411148752	0.006255774561133354	0.00725136869584134	0.00362568434792067	0.005962407023715474	0.004471805267786605	0.009546456528908407	0.0008678596844462187	0.006824308185757669	0.001137384697626278	0.006056018168054504	0	0.011184014315538324	0	0.0061608221001010375	0.0018482466300303111	0.008093070308548306	0.0020232675771370764	0.003973246804847361	0.003973246804847361	0	0.004196240168808747	0.006534951096782626	0.005445792580652188	0.008535960783357315	0.001219422969051045	0.009193183254616702	0.004596591627308351	0.009299730307821073	0.0020666067350713496	0.009113139628487674	0.0007594283023739729	0.0027151041242431647	0.0027151041242431647	0.007616532954199249	0.0012694221590332081	0.010311138607480732	0	0.013606676342525399	0.0045355587808417995	0.006040379939898219	0	0.0028633604398121634	0.0007158401099530408	0.00985674858719937	0.0032855828623997896	0.00861307896040137	0	0.006164404672618742	0.004109603115079161
68	0.008458149779735682	0.006343612334801762	0.010742869420422194	0.010742869420422194	0.005221238097950427	0.0033226060623320897	0.018846739914989172	0.0104258561231855	0.007903264048051846	0.0011290377211502637	0.009466260669264629	0.0031554202230882097	0.014553216260793636	0.004851072086931212	0.0031800546969407875	0.004770082045411181	0.002150283299824752	0.00268785412478094	0.0036636746656896865	0.0018318373328448433	0.008183008437590922	0.005909950538260111	0.01059322033898305	0.0035310734463276836	0.014947012839484028	0	0	0	0.0013618412093149939	0.011575650279177448	0.004688782088852421	0	0.010523731013435296	0	0.0019915359721184964	0.002489419965148121	0.008607498087222647	0.0019127773527161439	0.012148638593187652	0.0015185798241484564	0.005656801832803794	0.006128201985537443	0.020157023210812225	0.006047106963243668	0.00984108782529074	0.009413214441582447	0.010586695411148752	0.006736987988912843	0.00725136869584134	0.00362568434792067	0.007453008779644343	0.00521710614575104	0.009546456528908407	0.001301789526669328	0.006824308185757669	0.001137384697626278	0.006056018168054504	0.003028009084027252	0.013048016701461378	0.005592007157769162	0.0061608221001010375	0.0036964932600606227	0.008093070308548306	0.0020232675771370764	0.003973246804847361	0.003973246804847361	0.0005994628812583925	0.005994628812583925	0.006534951096782626	0.006534951096782626	0.008535960783357315	0.001219422969051045	0.009193183254616702	0.005745739534135439	0.009299730307821073	0.0030999101026070244	0.009113139628487674	0.004556569814243837	0.0027151041242431647	0.0027151041242431647	0.007616532954199249	0.004442977556616229	0.010311138607480732	0	0.013606676342525399	0.0045355587808417995	0.006040379939898219	0	0.0028633604398121634	0.0014316802199060817	0.00985674858719937	0.0032855828623997896	0.00861307896040137	0	0.006164404672618742	0.005137003893848952
70	0.008458149779735682	0.008810572687224669	0.010742869420422194	0.012533347657159227	0.005695896106855011	0.006170554115759595	0.02004972331381827	0.01122784505573823	0.007903264048051846	0.0011290377211502637	0.009466260669264629	0.0031554202230882097	0.014553216260793636	0.008893632159373888	0.0031800546969407875	0.006360109393881575	0.0032254249497371277	0.006450849899474255	0.00549551199853453	0.0018318373328448433	0.008183008437590922	0.006364562118126273	0.01059322033898305	0.0035310734463276836	0.014947012839484028	0.0007473506419742015	0	0	0.0013618412093149939	0.012937491488492442	0.005860977611065526	0.0035165865666393153	0.010523731013435296	0.006431168952654904	0.0019915359721184964	0.0034851879512073688	0.009563886763580718	0.0019127773527161439	0.012148638593187652	0.0022778697362226845	0.008485202749205691	0.007542402443738392	0.02217272553189345	0.0065510325435139734	0.010268961208999033	0.01112470797641562	0.010586695411148752	0.009143055127810287	0.00725136869584134	0.00362568434792067	0.007453008779644343	0.005962407023715474	0.009546456528908407	0.0039053685800079846	0.006824308185757669	0.001137384697626278	0.006056018168054504	0.004542013626040878	0.014912019087384432	0.007456009543692216	0.0061608221001010375	0.0036964932600606227	0.012139605462822459	0.0020232675771370764	0.003973246804847361	0.005297662406463148	0.001198925762516785	0.006594091693842317	0.006534951096782626	0.007624109612913064	0.008535960783357315	0.0036582689071531353	0.009193183254616702	0.005745739534135439	0.009299730307821073	0.006199820205214049	0.009113139628487674	0.004556569814243837	0.0027151041242431647	0.0027151041242431647	0.007616532954199249	0.0050776886361328325	0.010311138607480732	0	0.013606676342525399	0.0045355587808417995	0.006040379939898219	0	0.0028633604398121634	0.0014316802199060817	0.00985674858719937	0.004380777149866386	0.00861307896040137	0	0.006164404672618742	0.007191805451388532
72	0.008810572687224669	0.010572687224669603	0.010742869420422194	0.01432382589389626	0.005695896106855011	0.007594528142473348	0.02004972331381827	0.01563878418477825	0.007903264048051846	0.003387113163450791	0.010255115725036682	0.0031554202230882097	0.016170240289770706	0.009702144173862424	0.004770082045411181	0.01033517776505756	0.0032254249497371277	0.006450849899474255	0.00549551199853453	0.0018318373328448433	0.010456066336921734	0.0077283968577247595	0.01059322033898305	0.004413841807909605	0.014947012839484028	0.001494701283948403	0	0	0.0013618412093149939	0.013618412093149939	0.0070331731332786305	0.0070331731332786305	0.011108382736403924	0.007015820675623531	0.0034851879512073688	0.003983071944236993	0.009563886763580718	0.0019127773527161439	0.01290792850526188	0.006074319296593826	0.008485202749205691	0.007542402443738392	0.02217272553189345	0.00705495812378428	0.010696834592707326	0.012836201511248792	0.01106790883892824	0.01828611025562057	0.00725136869584134	0.00362568434792067	0.007453008779644343	0.007453008779644343	0.009546456528908407	0.004773228264454203	0.006824308185757669	0.0028434617440656956	0.006056018168054504	0.006056018168054504	0.016776021473307486	0.007456009543692216	0.0061608221001010375	0.0036964932600606227	0.012139605462822459	0.0020232675771370764	0.003973246804847361	0.005297662406463148	0.00239785152503357	0.00719355457510071	0.006534951096782626	0.008713268129043501	0.008535960783357315	0.004267980391678658	0.009193183254616702	0.013215200928511509	0.009299730307821073	0.008266426940285398	0.009113139628487674	0.004556569814243837	0.0027151041242431647	0.0027151041242431647	0.008885955113232457	0.011424799431298873	0.010311138607480732	0	0.013606676342525399	0.0045355587808417995	0.006040379939898219	0	0.0028633604398121634	0.0021475203298591226	0.00985674858719937	0.0076663600122661765	0.00861307896040137	0.0010766348700501712	0.007191805451388532	0.010274007787697903
74	0.009162995594713657	0.015859030837004406	0.010742869420422194	0.019695260604107357	0.005695896106855011	0.0090185021691871	0.022054695645200094	0.01844574544871281	0.007903264048051846	0.005080669745176186	0.011043970780808734	0.007888550557720524	0.016170240289770706	0.01051065618835096	0.006360109393881575	0.01510525981046874	0.003762995774693316	0.007525991549386632	0.00549551199853453	0.00549551199853453	0.012729124236252547	0.009092231597323246	0.01059322033898305	0.00882768361581921	0.014947012839484028	0.002989402567896806	0.002591344908007256	0.002591344908007256	0.0027236824186299877	0.013618412093149939	0.0070331731332786305	0.0070331731332786305	0.01227768618234118	0.007015820675623531	0.003983071944236993	0.004978839930296241	0.009563886763580718	0.0019127773527161439	0.013667218417336107	0.006833609208668054	0.009428003054672989	0.009428003054672989	0.02217272553189345	0.010582437185676419	0.012408328127540499	0.013691948278665378	0.012030335694487219	0.027429165383430862	0.00725136869584134	0.0054385265218810045	0.009688911413537647	0.011179513169466514	0.009546456528908407	0.00650894763334664	0.006824308185757669	0.004549538790505112	0.006056018168054504	0.006056018168054504	0.01864002385923054	0.00932001192961527	0.006776904310111142	0.00492865768008083	0.012139605462822459	0.008093070308548306	0.003973246804847361	0.005297662406463148	0.00239785152503357	0.00719355457510071	0.006534951096782626	0.00925784738710872	0.008535960783357315	0.006097114845255225	0.012640626975097964	0.02240838418312821	0.009299730307821073	0.016532853880570797	0.009872567930861647	0.01063199623323562	0.0027151041242431647	0.0027151041242431647	0.00952066619274906	0.018406621305981516	0.010311138607480732	0	0.013606676342525399	0.0045355587808417995	0.006040379939898219	0	0.0028633604398121634	0.0050108807696712864	0.00985674858719937	0.011499540018399264	0.00861307896040137	0.0032299046101505135	0.007191805451388532	0.010274007787697903
76	0.009515418502202643	0.021497797356828195	0.010742869420422194	0.021485738840844388	0.0090185021691871	0.013290424249328359	0.024861656909134652	0.02245569011147646	0.00903230176920211	0.006774226326901582	0.011043970780808734	0.009466260669264629	0.016170240289770706	0.011319168202839494	0.006360109393881575	0.021465369204350312	0.0059132790745180675	0.0134392706239047	0.00549551199853453	0.01007510533064664	0.01591140529531568	0.01363834739598487	0.01059322033898305	0.011475988700564972	0.014947012839484028	0.004484103851845209	0.002591344908007256	0.002591344908007256	0.006128285441917472	0.014299332697807435	0.009377564177704842	0.011721955222131052	0.01461629307421569	0.008185124121560786	0.004480955937266617	0.0074682598954443615	0.010520275439938791	0.0019127773527161439	0.013667218417336107	0.00835218903281651	0.01084220351287394	0.012727804123808537	0.022676651112163757	0.012598139506757642	0.013691948278665378	0.013691948278665378	0.012511549122266707	0.032722513089005235	0.00725136869584134	0.008157789782821508	0.012670114925395382	0.016396619315217555	0.009546456528908407	0.008678596844462188	0.006824308185757669	0.010805154627449642	0.012112036336109008	0.006056018168054504	0.0242320310169997	0.013048016701461378	0.007392986520121245	0.006776904310111142	0.012139605462822459	0.008093070308548306	0.003973246804847361	0.007284285808886829	0.00239785152503357	0.00719355457510071	0.006534951096782626	0.009802426645173938	0.008535960783357315	0.00731653781430627	0.012640626975097964	0.0235575320899553	0.010333033675356748	0.019116112299409984	0.013669709442731512	0.01594799434985343	0.0027151041242431647	0.0040726561863647474	0.01269422159033208	0.026023154260180766	0.010311138607480732	0.005155569303740366	0.013606676342525399	0.006803338171262699	0.006040379939898219	0.0015100949849745548	0.0028633604398121634	0.010021761539342573	0.00985674858719937	0.015332720024532353	0.00861307896040137	0.005383174350250855	0.008219206230158323	0.01592471207093175
